Make,Model,Year,Mileage,Price,Condition,Dealer,Image Link
Mini,Hatch,2016,61000,278900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/303609866/Ext360/30360986636000.webp
Mahindra,KUV 100 NXT,2020,68000,101900,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/3A7F12011/Ext360/3A7F1201136000.webp
KIA,Picanto,2017,65000,100900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/3E5905083/Ext360/3E590508336000.webp
Mazda,CX-3,2017,61213,270900,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/539108755/Ext360/53910875536000.webp
Renault,Sandero,2020,68096,154900,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/63D911211/Ext360/63D91121136000.webp
Volkswagen,Polo,2017,61000,205900,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/6FCF08522/Ext360/6FCF0852236000.webp
Renault,Kiger,2021,66407,160900,Shows signs of excessive wear and tear,Rustenburg (NW),https://photos.webuycars.co.za/photobooth/70C109171/Ext360/70C10917136000.webp
Chevrolet,Utility,2017,162599,74900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/7D6813969/Ext360/7D681396936000.webp
Citroen,DS3,2013,163000,71900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/7F3204006/Ext360/7F320400636000.webp
Mercedes-Benz,GLC,2020,27000,749900,Vehicle is better than average,Richmond (WC),https://photos.webuycars.co.za/photobooth/878F10708/Ext360/878F1070836000.webp
Baic,X55,2023,27018,354900,Shows signs of excessive wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/A40711414/Ext360/A4071141436000.webp
Mazda,Mazda 2,2008,163950,60900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/BC8014664/Ext360/BC801466436000.webp
Suzuki,Jimny,2018,61000,210900,Normal wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/C18B00727/Ext360/C18B0072736000.webp
Nissan,Micra,2020,61500,184900,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/C4EE08130/Ext360/C4EE0813036000.webp
Alfa Romeo,Giulietta,2012,164000,72900,Normal wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/CDCE03574/Ext360/CDCE0357436000.webp
Hyundai,i10,2010,163000,64900,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/D2FD08381/Ext360/D2FD0838136000.webp
Volkswagen,Polo Vivo,2022,65000,177900,Normal wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/D4CE11221/Ext360/D4CE1122136000.webp
Opel,Meriva,2012,164500,67900,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/008712556/Ext360/00871255636000.webp
Mazda,Mazda 3,2019,62300,188900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/135809903/Ext360/13580990336000.webp
Ford,Ecosport,2019,62134,215900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/136702209/Ext360/13670220936000.webp
Volkswagen,Tiguan,2022,28000,589900,Vehicle is better than average,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/197813278/Ext360/19781327836000.webp
KIA,Picanto,2015,165000,79900,Shows signs of excessive wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/1E4707255/Ext360/1E470725536000.webp
Renault,Captur,2018,68421,127900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/1E5414913/Ext360/1E541491336000.webp
Toyota,Corolla Quest,2017,69508,165900,Normal wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/1FC309827/Ext360/1FC30982736000.webp
Baic,X55,2023,27108,368900,Vehicle is better than average,Richmond (WC),https://photos.webuycars.co.za/photobooth/202615902/Ext360/20261590236000.webp
Ford,Fiesta,2020,62500,216900,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/2FD900433/Ext360/2FD90043336000.webp
Opel,Corsa,2008,164000,41900,Shows signs of excessive wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/469407351/Ext360/46940735136000.webp
Nissan,Magnite,2021,69000,168900,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/49C714205/Ext360/49C71420536000.webp
Mini,Hatch,2021,63000,301900,Vehicle is better than average,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/4C6707434/Ext360/4C670743436000.webp
Haval,H1,2019,71000,127900,Normal wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/622A10014/Ext360/622A1001436000.webp
Volkswagen,Polo Vivo,2017,165000,96900,Normal wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/63B514234/Ext360/63B51423436000.webp
Haval,H1,2019,68766,115900,Shows signs of excessive wear and tear,Rustenburg (NW),https://photos.webuycars.co.za/photobooth/6E8F07374/Ext360/6E8F0737436000.webp
Volkswagen,Tiguan,2023,28000,618900,Normal wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/78A910842/Ext360/78A91084236000.webp
Volkswagen,Polo Vivo,2021,62000,190900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/D94404591/Ext360/D9440459136000.webp
Jaguar,I-Pace,2019,27054,682900,Vehicle is better than average,Dome (GP),https://photos.webuycars.co.za/photobooth/DA4C00289/Ext360/DA4C0028936000.webp
Honda,CR-V,2011,164732,85900,Shows signs of excessive wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/E26207246/Ext360/E2620724636000.webp
Tata,Indica,2005,164153,21900,Shows signs of excessive wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/F34112351/Ext360/F3411235136000.webp
BMW,3 Series,2003,166000,79900,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/021D03293/Ext360/021D0329336000.webp
Mazda,MX5,2004,166000,89900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/10AA04469/Ext360/10AA0446936000.webp
Toyota,Corolla Cross,2022,28171,353900,Vehicle is better than average,Dome (GP),https://photos.webuycars.co.za/photobooth/265202625/Ext360/26520262536000.webp
Renault,Duster,2018,63000,222900,Normal wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/33E913230/Ext360/33E91323036000.webp
Ford,Ecosport,2016,72000,125900,Normal wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/3BD103583/Ext360/3BD10358336000.webp
Mercedes-Benz,C Class Sedan,2007,166000,73900,Normal wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/430A10604/Ext360/430A1060436000.webp
Renault,Duster,2019,63931,202900,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/458007063/Ext360/45800706336000.webp
Toyota,Yaris,2015,71000,118900,Normal wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/47E409957/Ext360/47E40995736000.webp
Ford,Escort,1975,165000,48900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/512F12914/Ext360/512F1291436000.webp
Mini,Hatch,2011,166000,88900,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/5B2509291/Ext360/5B250929136000.webp
Mercedes-Benz,SLK Class,2004,166000,90900,Shows signs of excessive wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/5F1105317/Ext360/5F110531736000.webp
Suzuki,Jimny,2021,28000,315900,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/6F6708082/Ext360/6F670808236000.webp
Ford,Focus,2011,166000,61900,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/806A08656/Ext360/806A0865636000.webp
Volvo,V40,2017,63452,281900,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/8C8B01145/Ext360/8C8B0114536000.webp
Haval,H6,2018,63100,219900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/943602844/Ext360/94360284436000.webp
Renault,Sandero,2019,72000,117900,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/976C13877/Ext360/976C1387736000.webp
Volkswagen,T-Cross,2020,28000,331900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/996E00224/Ext360/996E0022436000.webp
Nissan,Micra,2021,63860,197900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/B4ED00782/Ext360/B4ED0078236000.webp
Ford,Ecosport,2017,72886,175900,Normal wear and tear,Polokwane (L),https://photos.webuycars.co.za/photobooth/B51A13759/Ext360/B51A1375936000.webp
Ford,Ecosport,2017,73300,171900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/DF4D10582/Ext360/DF4D1058236000.webp
Audi,Q8,2022,28000,1237900,Vehicle is better than average,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/F96215016/Ext360/F9621501636000.webp
Chevrolet,Captiva,2014,72000,155900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/FB5100348/Ext360/FB510034836000.webp
Ford,Ecosport,2020,63000,225900,Normal wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/FBC915484/Ext360/FBC91548436000.webp
Mercedes-Benz,C Class,2015,63000,301900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/FCC403601/Ext360/FCC40360136000.webp
Hyundai,i20,2012,166931,82900,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/0FDB12307/Ext360/0FDB1230736000.webp
Suzuki,Jimny,2020,65000,288900,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/19C301494/Ext360/19C30149436000.webp
Jeep,Compass,2014,168000,94900,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/1FC402917/Ext360/1FC40291736000.webp
Volkswagen,Tiguan,2023,29000,464900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/296310941/Ext360/29631094136000.webp
Ford,Ecosport,2019,73902,146900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/326610477/Ext360/32661047736000.webp
Mercedes-Benz,C Class,2015,28652,414900,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/329C16204/Ext360/329C1620436000.webp
Suzuki,Swift,2019,168000,94900,Shows signs of excessive wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/418401101/Ext360/41840110136000.webp
Toyota,Fortuner,2023,28414,716900,Vehicle in excellent condition,Mbombela (MP),https://photos.webuycars.co.za/photobooth/421406041/Ext360/42140604136000.webp
Opel,Adam,2016,77000,142900,Normal wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/4C0A04656/Ext360/4C0A0465636000.webp
Ford,Ecosport,2019,65214,223900,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/4D6511308/Ext360/4D651130836000.webp
Hyundai,Creta,2019,65000,251900,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/D30300714/Ext360/D3030071436000.webp
Ford,Mustang,2021,28510,619900,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/D61004519/Ext360/D6100451936000.webp
Hyundai,Venue,2021,65000,236900,Normal wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/DC8C09663/Ext360/DC8C0966336000.webp
Ford,Kuga,2017,65000,200900,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/F33F08842/Ext360/F33F0884236000.webp
Volkswagen,Kombi AND Microbus,1980,168988,71900,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/01A107704/Ext360/01A10770436000.webp
Honda,BR-V,2022,29000,335900,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/040B14174/Ext360/040B1417436000.webp
Renault,Megane,2015,65230,274900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/173C08230/Ext360/173C0823036000.webp
Renault,Clio IV,2016,169400,68900,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/216910438/Ext360/21691043836000.webp
Hyundai,Grand Creta,2023,29000,392900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/3F7303790/Ext360/3F730379036000.webp
Toyota,Rush,2019,66388,252900,Vehicle is better than average,Germiston (GP),https://photos.webuycars.co.za/photobooth/481B09648/Ext360/481B0964836000.webp
Toyota,Corolla Cross,2022,29000,365900,Vehicle is better than average,Springfield (KZN),https://photos.webuycars.co.za/photobooth/50B508001/Ext360/50B50800136000.webp
Suzuki,Grand Vitara,2013,81000,142900,Shows signs of excessive wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/595F13254/Ext360/595F1325436000.webp
Mahindra,XUV500,2016,82056,147900,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/6A2C05308/Ext360/6A2C0530836000.webp
Nissan,Almera,2019,81643,126900,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/6C5016129/Ext360/6C501612936000.webp
Audi,A3 Sportback,2023,29000,559900,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/93E114712/Ext360/93E11471236000.webp
Chevrolet,Optra,2011,169000,40900,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/AFD812461/Ext360/AFD81246136000.webp
Volkswagen,Polo,2017,82305,161900,Shows signs of excessive wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/B0DD08845/Ext360/B0DD0884536000.webp
Volkswagen,Polo Vivo,2018,78385,177900,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/B23009350/Ext360/B2300935036000.webp
Jeep,Cherokee,2003,168000,50900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/B89F08165/Ext360/B89F0816536000.webp
Haval,H2,2018,79000,145900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/BD5503369/Ext360/BD550336936000.webp
Ford,Ecosport,2020,66900,183900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/C9DD03720/Ext360/C9DD0372036000.webp
Tata,Indica,2012,169000,38900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/DC6C09065/Ext360/DC6C0906536000.webp
Ford,Kuga,2018,66667,259900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/E6E013728/Ext360/E6E01372836000.webp
Toyota,Fortuner,2011,66000,304900,Vehicle is better than average,Richmond (WC),https://photos.webuycars.co.za/photobooth/E74804027/Ext360/E7480402736000.webp
Ssangyong,Korando,2012,168529,61900,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/ED8106295/Ext360/ED810629536000.webp
Volkswagen,Golf 7,2013,81820,177900,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/EDD407504/Ext360/EDD40750436000.webp
Volkswagen,Tiguan,2013,66869,186900,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/EFD210544/Ext360/EFD21054436000.webp
Mercedes-Benz,C Class Sedan,2005,169000,32900,Shows signs of excessive wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/FA9302794/Ext360/FA930279436000.webp
Renault,Captur,2019,83000,139900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/009612203/Ext360/00961220336000.webp
Renault,Duster,2018,84789,181900,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/01C211333/Ext360/01C21133336000.webp
Mazda,Mazda 2,2020,67877,191900,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/072301446/Ext360/07230144636000.webp
Peugeot,407,2006,169500,53900,Normal wear and tear,Rustenburg (NW),https://photos.webuycars.co.za/photobooth/0C9F00731/Ext360/0C9F0073136000.webp
Renault,Clio IV,2017,170000,79900,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/0FDD03337/Ext360/0FDD0333736000.webp
Citroen,C4,2016,85000,108900,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/206304353/Ext360/20630435336000.webp
Hyundai,i20,2010,170000,71900,Shows signs of excessive wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/21E010668/Ext360/21E01066836000.webp
Ford,Ecosport,2020,68000,203900,Vehicle is better than average,East London (EC),https://photos.webuycars.co.za/photobooth/2B9305394/Ext360/2B930539436000.webp
BMW,3 Series,2014,170000,91900,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/2E2810879/Ext360/2E281087936000.webp
Suzuki,Jimny,2020,67000,283900,Normal wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/32EE13560/Ext360/32EE1356036000.webp
Toyota,Yaris,2018,84500,150900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/336609849/Ext360/33660984936000.webp
GWM,Hover,2011,170000,50900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/58AF11131/Ext360/58AF1113136000.webp
Nissan,Juke,2017,85000,130900,Shows signs of excessive wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/610D09096/Ext360/610D0909636000.webp
